url,title,thumbnail,recipe_id,recipe_en
https://www.youtube.com/watch?v=ZJm2kqnuo9E,Gurih Wangi & Anti Gagal! Resep MARTABAK NASI AYAM KECAP,https://i.ytimg.com/vi/ZJm2kqnuo9E/hqdefault.jpg,"Resep Martabak Nasi Ayam Kecap (untuk 9 pcs)

Bahan:
6 butir telur
1 batang daun bawang
240 gr nasi putih
½ sdt garam
1/8 sdt merica
1 sdt kaldu ayam bubuk

Bahan isian ayam kecap:
80 gr paha ayam giling
40 gr wortel
25 gr bawang bombai
1 sdm bawang merah goreng
½ sdm kecap manis
½ sdm saus tiram
½ sdt kaldu ayam bubuk
merica secukupnya

Pelengkap:
cabai rawit hijau

Cara membuat:
1. Cincang wortel dan bawang bombai. Di dalam mangkuk, masukkan paha ayam giling, wortel, bawang bombai, bawang merah goreng, kecap manis, saus tiram, kaldu ayam bubuk dan merica, aduk rata
2. Iris daun bawang lalu pindahkan ke dalam mangkuk. Masukkan telur, garam, merica dan kaldu ayam bubuk, aduk rata
3. Masukkan nasi putih, aduk rata
4. Panaskan cetakan dan tuang minyak. Masukkan sedikit adonan telur, isian ayam kecap dan adonan telur, masak di api sedang hingga matang
5. Martabak nasi ayam kecap siap disajikan",
https://www.youtube.com/watch?v=hAErKyAoAKI,"Gurih, Wangi & Praktis! Resep SUP BOLA UDANG [Favorit Keluarga]",https://i.ytimg.com/vi/hAErKyAoAKI/hqdefault.jpg,"Resep Sup Bola Udang (untuk 4 prosi)

Bahan bola udang:
250 gr udang kupas
1 batang daun bawang
1-2 siung bawang putih
1 sdt kaldu jamur
2 sdt kecap asin
1 sdt gula pasir
1/8 sdt merica
½ sdt minyak wijen
2 sdm maizena
1 butir telur ukuran kecil

Bahan lainnya:
2 siung bawang putih
¼ buah bawang bombai
1 batang daun bawang
5 lembar sawi putih
600 ml air
1 sdt garam
1 sdt kaldu ayam bubuk
1 sdt kaldu jamur
¼ sdt merica
1 sdt gula pasir
100 ml susu kedelai original

Pelengkap:
kecap asin + cabai rawit iris
nasi putih

Cara membuat:
1. Cincang udang dan pindahkan ke mangkuk. Iris daun bawang lalu masukkan ke dalam udang
2. Masukkan parutan bawang putih, kecap asin, kaldu jamur, gula pasir, merica, minyak wijen, maizena dan telur, aduk rata
3. Panaskan minyak, bentuk kecil adonan udang dengan sendok dan masak hingga kecokelatan, tiriskan
4. Iris bawang putih, bawang bombai, potong besar sawi putih dan daun bawang
5. Panaskan sedikit minyak, masukkan bawang putih dan bawang bombai, tumis hingga wangi
6. Masukkan air, sawi putih, daun bawang, garam, kaldu ayam bubuk, kaldu jamur, merica dan gula pasir, masak beberapa saat kemudian masukkan bola-bola udang dan susu kedelai, aduk rata
7. Sup bola udang siap disajikan","Shrimp Ball Soup Recipe (yield 4 servings)

Shrimp Ball ingredients:
250 g peeled shrimp
1 stalk green onion
1–2 clove garlic
1 tsp mushroom bouillon
2 tsp soy sauce
1 tsp sugar
1/8 tsp pepper
1/2 tsp sesame oil
2 tbsp cornstarch
1 pc small egg

Other ingredients:
2 clove garlic
1/4 pc onion
1 stalk green onion
5 leaf napa cabbage
600 ml water
1 tsp salt
1 tsp chicken powder
1 tsp mushroom bouillon
1/4 tsp pepper
1 tsp sugar
100 ml plain soy milk

Condiments:
Soy sauce + sliced Thai chili
Steamed white rice

Steps:
1. Mince the shrimp and transfer to a bowl. Slice the green onions and add to the shrimp.
2. Add grated garlic, soy sauce, mushroom bouillon, sugar, pepper, sesame oil, cornstarch, and egg, Mix well.
3. Heat oil. Shape the shrimp mixture into small balls using a spoon and fry until golden. Set aside.
4. Slice the garlic and onion. Cut the napa cabbage and green onions into large pieces.
5. Heat a little oil. Add garlic and onion, sauté until fragrant.
6. Add water, napa cabbage, green onions, salt, chicken powder, mushroom bouillon, pepper, and sugar. Cook briefly, then add the shrimp balls and soy milk. Stir.
7. Shrimp Ball Soup is ready to serve."
https://www.youtube.com/watch?v=JB3fE3wQcSs,"Minim Minyak, Tetap Garing Krispi! Resep PANCAKE JAMUR TIRAM [Praktis & Ekonomis]",https://i.ytimg.com/vi/JB3fE3wQcSs/hqdefault.jpg,"Resep Pancake Jamur Tiram (untuk 4 porsi)

Bahan:
250 gr jamur tiram
1 sdt kaldu jamur
5 sdm maizena
2 sdm minyak

Bahan saus cocolan:
1 batang daun bawang
3 buah cabai rawit merah
1 siung bawang putih
1 sdm minyak panas
2 sdm kecap asin
½ sdm cuka beras
½ sdt minyak wijen
½ sdt gula pasir

Cara membuat:
1. Suwir-suwir jamur lalu bilas dengan air dan peras. Tambahkan kaldu jamur dan maizena, aduk rata
2. Panaskan minyak, masukkan jamur tiram. Masak hingga kering dan kecokelatan di kedua sisi, tiriskan
3. Iris daun bawang dan cabai rawit merah lalu pindahkan ke dalam mangkuk. Masukkan bawang putih cincang kemudian siram dengan minyak panas
4. Masukkan kecap asin, cuka beras, minyak wijen dan gula pasir, aduk rata
5. Pancake jamur tiram siap disajikan","Oyster Mushroom Pancake Recipe (yield 4 servings)

Ingredients:
250 g oyster mushroom
1 tsp mushroom bouillon
5 tbsp cornstarch
2 tbsp oil

Dipping Sauce ingredients:
1 stalk green onion
3 pc red Thai chili
1 clove garlic
1 tbsp hot oil
2 tbsp soy sauce
1/2 tbsp rice vinegar
1/2 tsp sesame oil
1/2 tsp sugar

Steps:
1. Tear the mushrooms into shreds. Rinse with water, then squeeze dry. Add mushroom bouillon and cornstarch, mix well.
2. Heat oil, then add oyster mushrooms. Cook until crisp and browned on both sides. Set aside.
3. Slice the green onions and red Thai chili, then transfer to a bowl. Add minced garlic, then pour it with hot oil.
4. Add soy sauce, rice vinegar, sesame oil, and sugar. Mix well.
5. Oyster Mushroom Pancake is ready to serve."
https://www.youtube.com/watch?v=yTLlAhZMsas,Tekstur Lembut & Bumbu Meresap! Resep AYAM KUKUS OYONG,https://i.ytimg.com/vi/yTLlAhZMsas/hqdefault.jpg,"Resep Ayam Kukus Oyong (untuk 3 porsi)

Bahan marinasi:
200 gr paha ayam filet
½ sdt kaldu jamur
½ sdt kaldu ayam bubuk
¼ sdt merica
1 sdt gula pasir
½ sdm saus tiram
1 sdm kecap asin
½ sdt minyak wijen
1 sdm tapioka

Bahan lainnya:
1 buah oyong ukuran besar
20 gr sohun kering, rendam air
2 siung bawang putih
3 buah cabai rawit merah
½ sdm kecap asin
½ sdm saus tiram
1 sdm air

Cara membuat:
1. Potong memanjang ayam lalu marinasi dengan kaldu jamur, kaldu ayam bubuk, merica, gula pasir, saus tiram, kecap asin, minyak wijen dan tapioka, aduk rata
2. Kupas oyong dan potong-potong. Siapkan wadah tahan panas, susun sohun, oyong dan ayam yang sudah dimarinasi
3. Cincang bawang putih dan cabai rawit merah lalu letakkan di atas ayam. Kukus selama 15 menit
4. Campurkan saus tiram, kecap asin dan air, aduk rata. Tuang ke dalam ayam, kukus kembali sesaat
5. Ayam kukus oyong siap disajikan","Steamed Chicken with Chinese Okra Recipe(yield 3 portions)

Marinade:
200 g boneless chicken thigh
1/2 tsp mushroom bouillon
1/2 tsp chicken powder
1/4 tsp pepper
1 tsp sugar
1/2 tbsp oyster sauce
1 tbsp soy sauce
1/2 tsp sesame oil
1 tbsp tapioca starch

Other ingredients:
1 pc large Chinese okra
20 g glass noodles, soaked
2 clove garlic
3 pc red Thai chili
1/2 tbsp soy sauce
1/2 tbsp oyster sauce
1 tbsp water

Steps:
1. Slice the chicken lengthwise, then marinate with all marinade ingredients. Mix well.
2. Peel and cut the Chinese okra. In a heatproof dish, arrange glass noodles, Chinese okra, and marinated chicken.
3. Finely chop garlic and chili, then place on top. Steam for 15 minutes.
4. Mix oyster sauce, soy sauce, and water. Pour over the chicken and steam again briefly.
5. Steamed Chicken with Chinese Okra is ready to serve."
https://www.youtube.com/watch?v=V_Y5Z4o2ZoI,Wangi & Renyah Berlapis! Resep PIA KEJU [Oleh-Oleh Khas Bali],https://i.ytimg.com/vi/V_Y5Z4o2ZoI/hqdefault.jpg,"Resep Pia Keju (untuk 9 pcs)

Bahan adonan kulit:
110 gr tepung terigu protein rendah/sedang
30 gr mentega tawar (suhu ruang)
7,5 gr susu bubuk
20 gr gula halus
30 gr telur kocok
35 gr air
1/8 sdt baking powder

Bahan laminasi:
90 gr margarin

Bahan isian:
70 gr tepung terigu protein sedang, sangrai
35 gr gula halus
60 gr keju cheddar panggang
30 gr keju cheddar parut
20 gr susu bubuk
50 gr margarin
50 gr kental manis putih

Bahan olesan:
1 butir kuning telur
1 tetes pewarna oranye (opsional)
1 sdt minyak

Pelengkap:
keju cheddar

Cara membuat:
1. Masukkan bahan laminasi ke dalam plastik, pipihkan dan potong-potong membentuk kotak-kotak kecil. Masukkan ke dalam freezer hingga beku
2. Di dalam mangkuk, masukkan tepung terigu, susu bubuk, baking powder, mentega tawar, gula halus, telur kocok dan air, aduk rata lalu masukkan margarin yang sudah beku, aduk sesaat
3. Masukkan adonan kulit ke dalam baking paper lalu pipihkan dengan menggunakan rolling pin. Masukkan ke dalam freezer selama 15-20 menit
4. Taburkan tepung terigu pada kedua sisi adonan kulit. Gilas dengan rolling pin kemudian lipat dan gilas kembali. Ulangi hingga 5 kali
5. Tipiskan adonan membentuk kotak kurang lebih 5-6 mm. Masukkan ke dalam freezer minimal 30 menit atau semalaman
6. Parut keju lalu panggang di suhu 130 derajat celcius selama 20 menit atau hingga kecokelatan. Hancurkan dan timbang kembali hingga 60 gr untuk isian
7. Untuk isian, campurkan tepung terigu sangrai, gula halus, susu bubuk, keju panggang, keju parut, margarin dan kental manis, aduk rata. Bagi menjadi 9 bagian kurang lebih 30-35 gram dan bentuk bulat
8. Bagi adonan kulit menjadi 9 bagian. Taburkan tepung terigu lalu pipihkan bagian samping kulit. Isi dengan isian dan bentuk bulat sambil dirapatkan
9. Campurkan kuning telur, pewarna oranye dan minyak, aduk rata
10. Oles adonan pia dengan campuran telur lalu letakkan keju parut diatasnya. Panggang di suhu 160 derajat celcius selama 35-40 menit
11. Pia keju siap disajikan","Cheese Pia (yield 9 pcs)

Dough ingredients:
110 g cake flour/all-purpose flour
30 g unsalted butter (room temperature)
7.5 g milk powder
20 g icing sugar
30 g beaten egg
35 g water
1/8 tsp baking powder

Lamination:
90 g margarine

Filling:
70 g all-purpose flour, toasted
35 g icing sugar
60 g baked cheddar cheese
30 g grated cheddar cheese
20 g milk powder
50 g margarine
50 g condensed milk

Egg Wash:
1 pc egg yolk
1 drop orange food coloring (optional)
1 tsp oil

Topping:
Cheddar cheese

Steps:
1. Place the lamination fat in a plastic bag, flatten it, and cut it into small cubes. Freeze until solid.
2. In a bowl, combine flour, milk powder, baking powder, butter, icing sugar, beaten egg, and water. Mix well, then add the frozen margarine and mix briefly.
3. Place the dough on baking paper and flatten it using a rolling pin. Freeze for 15–20 minutes.
4. Dust both sides with flour. Roll, then fold and roll again. Repeat 5 times.
5. Roll the dough into a rectangle about 5–6 mm thick. Freeze for at least 30 minutes or overnight.
6. Grate the cheese, then bake at 130°C for 20 minutes or until golden. Crush and weigh again to get 60 g for the filling.
7. For the filling, combine toasted flour, icing sugar, milk powder, baked cheese, grated cheese, margarine, and condensed milk. Mix well. Divide into 9 portions (about 30–35 g each) and shape into balls.
8. Divide the dough into 9 portions. Dust with flour and flatten the edges. Fill and shape into balls, sealing tightly.
9. Mix the egg yolk, orange food coloring, and oil.
10. Brush the dough with egg wash, then sprinkle grated cheese on top. Bake at 160°C for 35–40 minutes.
11. Cheese Pia is ready to serve."
https://www.youtube.com/watch?v=UXfavkVsso4,"Kuahnya Segar, Dagingnya Lembut! Resep SOP SENGKEL [Cocok Untuk Lebaran]",https://i.ytimg.com/vi/UXfavkVsso4/hqdefault.jpg,"Resep Sop Sengkel (untuk 6 porsi)

Bahan:
1 kg daging sapi sengkel
1 ½ liter air
4 cm jahe, geprek
6 siung bawang putih
3 batang seledri
½ buah pala butir
3 butir cengkih
2 sdt garam
1 sdt kaldu ayam bubuk
2 sdt kaldu jamur
1 sdm gula pasir
¼ sdt merica

Bahan lainnya:
5 siung bawang merah
4 siung bawang putih
2-3 sdm minyak
2 batang seledri
2 batang daun bawang

Bahan sambal rawit:
25 gr cabai rawit hijau
1/8 sdt garam
1/8 sdt kaldu jamur

Pelengkap:
nasi putih
tomat merah
jeruk limau

Cara membuat:
1. Di dalam presto, masukkan air, daging sapi sengkel, bawang putih, jahe, seledri, pala, cengkih, garam, kaldu ayam bubuk, kaldu jamur, gula pasir dan merica. Presto selama 45 menit
2. Iris bawang merah dan bawang putih
3. Panaskan minyak, masukkan bawang merah, tumis hingga wangi kemudian masukkan bawang putih, tumis kembali di api kecil hingga sedikit kecokelatan
4. Iris seledri dan daun bawang. Ulek cabai rawit hijau dengan garam dan kaldu jamur, sisihkan
5. Angkat sengkel dan potong-potong. Sisihkan bahan aromatik dari kuah sop
6. Masukkan daging sengkel yang sudah dipotong, tumisan bawang, seledri dan daun bawang, aduk rata
7. Sop sengkel siap disajikan","Beef Shank Soup (yield 6 servings)
 
Ingredients:
1 kg beef shank
1½ liter water
4 cm ginger, bruised
6 clove garlic
3 stalk celery
1/2 pc nutmeg
3 pc clove
2 tsp salt
1 tsp chicken powder
2 tsp mushroom bouillon
1 tbsp sugar
1/4 tsp pepper
 
Other ingredients:
5 pc shallot
4 clove garlic
2-3 tbsp oil
2 stalk celery
2 stalk green onion
 
Sambal:
25 g green Thai chili
1/8 tsp salt
1/8 tsp mushroom bouillon
 
To serve:
White rice
Tomato
Lime
 
Steps:
1. In a pressure cooker, add all ingredients and cook for 45 minutes.
2. Slice the shallot and garlic.
3. Heat the oil. Fry the shallots, then the garlic until fragrant.
4. Slice celery and green onions. Grind chili with salt and mushroom bouillon.
5. Remove the beef and slice. Remove aromatics from the broth.
6. Add the beef, fried aromatics, celery, and green onions. Stir.
7. Beef Shank Soup is ready to serve."
https://www.youtube.com/watch?v=RKBPaIa4IZ8,Praktis Istimewa! Resep KUE KACANG KLASIK / PEANUT COOKIES [Renyah & Lumer],https://i.ytimg.com/vi/RKBPaIa4IZ8/hqdefault.jpg,"Resep Kue Kacang (untuk 100 pcs)

Bahan:
150 gr kacang tanah kupas
170 gr minyak (jika di mix dengan margarin: 100
gr minyak + 80 gr margarin cair)
260 gr tepung terigu protein sedang
16 gr susu bubuk
130 gr gula halus
4 gr baking powder
1 sdt garam

Bahan olesan:
1 butir kuning telur
1 sdt minyak
2-3 tetes pewarna oranye (opsional)

Pelengkap:
kacang tanah panggang, cincang

Cara membuat:
1. Masukkan kacang tanah ke dalam air fryer. Panggang di suhu 150 derajat celcius selama 15 menit
2. Di dalam food chopper, masukkan kacang panggang, minyak, baking powder dan garam, haluskan
3. Di dalam mangkuk, masukkan tepung terigu, gula halus dan susu bubuk, aduk rata lalu masukkan campuran kacang yang sudah dihaluskan, aduk hingga rata
4. Pindahkan adonan kue kacang ke dalam baking paper. Pipihkan dan ratakan dengan rolling pin hingga seukuran kertas A4. Cetak kue kacang dengan cetakan sesuai selera
5. Untuk olesan, campurkan kuning telur, pewarna kuning dan minyak, aduk rata
6. Oles kue kacang dengan campuran telur lalu taburan sedikit kacang tanah cincang di atasnya. Panggang di suhu 130-140 derajat celcius selama 14 menit. Putar loyang pada saat 7 menit pertama
7. Kue kacang siap disajikan","Peanut Cookies Recipe (yield 100 pcs)

Ingredients:
150 g peeled peanuts
170 g oil (or 100 g oil + 80 g melted margarine)
260 g all-purpose flour
16 g milk powder
130 g icing sugar
4 g baking powder
1 tsp salt
 
Egg wash:
1 pc egg yolk
1 tsp oil
2-3 drop orange food coloring (optional)
 
Topping:
Roasted peanuts, chopped
 
Steps:
1. Roast peanuts in an air fryer at 150°C for 15 minutes.
2. In a food chopper, add roasted peanuts, oil, baking powder, and salt. Blend until smooth.
3. In a bowl, mix flour, icing sugar, and milk powder, then add the blended peanuts. Mix well.
4. Flatten the dough using baking paper to A4 size. Cut with a cookie cutter as desired.
5. Mix the egg yolk, food coloring, and oil.
6. Brush the cookies and sprinkle the chopped peanuts. Bake at 130–140°C for 14 minutes. Rotate the tray at the 7-minute mark.
7. Peanut Cookies are ready to serve."
https://www.youtube.com/watch?v=adamVdIpiHo,"Versi Ekonomis, Tetap Spesial! Resep KASTENGEL [Pakai Keju Cheddar]",https://i.ytimg.com/vi/adamVdIpiHo/hqdefault.jpg,"Resep Kastengel (untuk 100 pcs)

Bahan:
90 gr margarin
90 gr mentega tawar
10 gr gula halus
2 gr garam
4 gr baking powder
2 butir kuning telur
200 gr tepung terigu protein rendah
50 gr maizena
15 gr susu bubuk
65 gr keju parut
75 gr keju parut panggang

Bahan olesan:
1 butir kuning telur
½ sdt susu

Cara membuat:
1. Parut keju lalu letakkan ke dalam loyang yang sudah dialasi baking paper. Panggang pada suhu 130 derajat celcius selama 20-25 menit. Hancurkan sedikit keju yang sudah dipanggang
2. Di dalam mangkuk, masukkan mentega tawar, margarin, gula halus, garam dan baking powder, mixer
3. Masukkan kuning telur, mixer kembali hingga sedikit pucat dan mengembang lalu masukkan tepung terigu, maizena, susu bubuk sambil disaring, keju panggang, dan keju parut, aduk rata dengan spatula
4. Pipihkan adonan kastengel dengan bantuan baking paper hingga mencapai ukuran A4
5. Campurkan kuning telur dengan susu, aduk rata. Oleskan pada kastengel lalu taburkan keju parut
6. Potong-potong adonan kastengel kurang lebih 1 cm atau sesuai selera. Susun ke dalam Loyang yang sudah dialasi baking paper. Panggang pada suhu 135-140 derajat celcius selama 25-30 menit
7. Kastengel siap disajikan","Kastengel (yield 100 pcs)

Ingredients:
90 g margarine
90 g unsalted butter
10 g icing sugar
2 g salt
4 g baking powder
2 pc egg yolk
200 g cake flour
50 g cornstarch
15 g milk powder
65 g grated cheese
75 g baked grated cheese
 
Egg wash:
1 pc egg yolk
1/2 tsp milk
 
Steps:
1. Grate the cheese and place on a baking tray lined with baking paper. Bake at 130°C for 20–25 minutes. Crumble slightly.
2. In a bowl, add butter, margarine, icing sugar, salt, and baking powder. Mix evenly.
3. Add egg yolks. Mix until pale and fluffy, then sift in flour, cornstarch, and milk powder. Add baked cheese and grated cheese, then mix with a spatula.
4. Flatten the dough using baking paper to A4 size.
5. Mix egg yolk and milk. Brush over dough, then sprinkle the cheese.
6. Cut into ~1 cm pieces or as desired. Arrange the cookies on a tray lined with baking paper. Bake at 135–140°C for 25–30 minutes.
7. Kastengel is ready to serve."
https://www.youtube.com/watch?v=UrOswTwJ0ng,"Garing di Luar, Kenyal & Lembut di Dalam: Resep SIOMAY AYAM KOTAK [Bisa Goreng & Kukus]",https://i.ytimg.com/vi/UrOswTwJ0ng/hqdefault.jpg,"Resep Siomay Ayam Kotak (untuk 4 porsi)

Bahan adonan siomay:
300 gr paha ayam giling
120 ml air
2 sdt garam
1 ½ sdm gula pasir
1 sdt kaldu jamur
½ sdt merica
2 sdm saus tiram
2-3 siung bawang putih
1 batang daun bawang
150 gr kol
2 sdm minyak
1 sdt minyak wijen
1 butir putih telur
75 gr tapioka

Bahan sambal bawang tauco:
5 siung bawang putih
3 siung bawang merah
3 buah cabai rawit merah
3 buah cabai merah keriting
200 ml air
5 sdm saus sambal
2 sdm tauco manis
1 sdt cuka
2 sdm gula pasir
½ sdt kaldu jamur

Cara membuat:
1. Di dalam mangkuk, masukkan paha ayam giling, air, garam, gula pasir, kaldu jamur, merica dan saus tiram, aduk hingga lengket kemudian masukkan parutan bawang putih
2. Cincang kol dan iris daun bawang lalu masukkan ke dalam adonan. Masukkan minyak, minyak wijen, putih telur dan tapioka, aduk rata
3. Siapkan wadah tahan panas, alasi dengan baking paper lalu tuang adonan dan ratakan. Kukus selama 20-25 menit. Biarkan hingga dingin
4. Di dalam blender, masukkan bawang putih, bawang merah, cabai rawit merah, cabai merah keriting dan sebagian air, haluskan lalu pindahkan ke dalam wajan
5. Masukkan sisa air, saus sambal, tauco, cuka, gula pasir dan kaldu jamur, masak di api sedang kecil hingga mendidih selama 5 menit
6. Potong-potong siomay lalu goreng hingga kering dan kecokelatan, tiriskan
7. Siomay ayam kotak siap disajikan","Chicken Shumai Cubes Recipe (yield 4 servings)
 
Shumai Dough ingredients:
300 g ground chicken thigh
120 ml water
2 tsp salt
1½ tbsp sugar
1 tsp mushroom bouillon
1/2 tsp pepper
2 tbsp oyster sauce
2-3 clove garlic
1 stalk green onion
150 g cabbage
2 tbsp oil
1 tsp sesame oil
1 pc egg white
75 g tapioca starch
 
Tauco Sambal ingredients:
5 clove garlic
3 pc shallot
3 pc Thai chili
3 pc curly red chili
200 ml water
5 tbsp chili sauce
2 tbsp sweet tauco
1 tsp vinegar
2 tbsp sugar
1/2 tsp mushroom bouillon
 
Steps:
1. In a bowl, add ground chicken thigh, water, salt, sugar, mushroom bouillon, pepper, and oyster sauce. Mix until sticky, then add grated garlic.
2. Chop the cabbage and slice the green onions, then add to the dough. Add oil, sesame oil, egg whites, and tapioca starch. Mix well.
3. Prepare a heatproof container lined with baking paper. Pour the dough and spread evenly. Steam for 20–25 minutes. Let cool.
4. In a blender, add garlic, shallot, Thai chili, curly red chili, and some of the water. Blend, then transfer to a saucepan.
5. Add the remaining water, chili sauce, tauco, vinegar, sugar, and mushroom bouillon. Cook over low-medium heat until boiling for 5 minutes.
6. Slice the shumai and fry until crisp and golden brown. Drain.
7. Chicken Shumai Cubes are ready to serve."
https://www.youtube.com/watch?v=Wa8lSouoApU,Tanpa Cetakan & Tinggi Protein! Resep MIE TELUR DADA AYAM HOMEMADE,https://i.ytimg.com/vi/Wa8lSouoApU/hqdefault.jpg,"Resep Mi Telur Dada Ayam Homemade (untuk 8-10 porsi)

Bahan:
150 gr dada ayam filet, potong kotak
2 butir telur
250 gr tepung terigu protein tinggi
50 gr tapioka
½ sdm garam

Cara membuat:
1. Di dalam blender, masukkan dada ayam filet dan telur. Haluskan lalu pindahkan ke dalam mangkuk
2. Masukkan tepung terigu protein tinggi, tapioka dan garam, uleni hingga adonan mi terlihat mulus
3. Tutup adonan mi dengan cling wrap. Diamkan minimal 1 jam atau semalaman di dalam kulkas
4. Taburkan sedikit tepung tapioka lalu bagi 2 adonan dan pipihkan menggunakan rolling pin. Potong-potong mi sesuai selera
5. Mi telur dada ayam siap digunakan untuk berbagai hidangan

Resep mie lainnya:
Mie Yamien Khas Bandung: https://youtu.be/4uNTx9NH66Q?si=jNb-CCH7aWyVv3Wy
Mie Ayam Rica: https://youtu.be/qoeqpxKI2jk?si=Ov-VjFA8CYzQm9Q4
Bakmi Ayam Jamur Ala Bakmi GM: https://youtu.be/8w-N6G1MQjI?si=Z9xFzF9WukogJvX3
Mie Setan Ala Gacoan: https://youtu.be/M0Vqb-cRn4s?si=B63xXidi51keDbZT
Mie Siram: https://youtu.be/LciwSdykQBs?si=QTS7xwgdWIETcDCR
Mie Godog: https://youtu.be/xOKO2wNJkQ0?si=ni0cOifHtGC-mZzu
Mie Keriting Khas Siantar: https://youtu.be/XCkpGFnUt60?si=i-HCnn3XudOTGvpT","Homemade Chicken Breast Egg Noodles Recipe (yield 8-10 servings)

Ingredients:
150 g chicken breast fillet, diced
2 pc egg
250 g bread flour
50 g tapioca starch
1/2 tbsp salt
 
Steps:
1. In a blender, add chicken breast fillet and eggs. Blend until smooth, then transfer to a bowl.
2. Add bread flour, tapioca starch, and salt. Knead until the dough is smooth.
3. Cover the dough with plastic. Rest for at least 1 hour or overnight in the fridge.
4. Dust with a little tapioca starch. Divide into 2 portions and flatten using a rolling pin. Slice noodles as desired.
5. Chicken Breast Egg Noodles are ready to use for various dishes."
